category_name,category_id,rank_in_category,itemId,title,author,publisher,pubDate,isbn,isbn13,priceSales,priceStandard,salesPoint,customerReviewRank,bestSellerRank,link,cover,description,fetched_at
사회과학,798,169,394980894,미국은 어떻게 무너지는가 - 흔들리는 제국의 초상,이정민 (지은이),사이드웨이,2026-06-10,K502139511,9791191998733,17820,19800,3450,10,169,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=394980894&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39498/8/coversum/k502139511_1.jpg,"‘왕관’을 벗은 미국, 대체 무슨 일이 벌어지고 있는가. 무엇이 미국을 이토록 거침없이 폭주하게 만들었는가. 세계의 패권을 움켜쥔 초강대국은 사라졌다. 벼랑에 선 제국과 한미 동맹의 미래를 생생히 진단하는 책이다.",2026-08-13T14:05:19+09:00
사회과학,798,170,395778394,콘크리트 유토피아 - 개정판,박해천 (지은이),워크룸프레스,2026-06-23,K132139244,9791194232407,28800,32000,3285,0,170,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=395778394&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39577/83/coversum/k132139244_1.jpg,"『콘크리트 유토피아』가 오랜 기다림 끝에 전격 리모델링되어 돌아왔다. 엄태화 감독의 동명 영화를 비롯해 건축, 도시 인문학 등 여러 분야에 영감을 준 이 책은 ‘21세기 최고의 책’(알라딘)에 선정되는 등 많은 이들에게 필독 교양서로 사랑받았다.",2026-08-13T14:05:19+09:00
사회과학,798,171,394018174,"두 총성의 기억, 두 광주의 눈물 - 5·18 광주사태 진상보고서","이광로, 미중앙정보국(CIA) (지은이)",투나미스,2026-06-18,K862139971,9791194005551,18000,20000,3275,10,171,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=394018174&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39401/81/coversum/k862139971_1.jpg,"1980년 5월 광주를 둘러싼 기억은 오래도록 하나의 문장으로 정리되지 않았다. 누군가에게는 민주화운동이었고, 누군가에게는 국가적 위기였으며, 또 누군가에게는 아직도 끝나지 않은 의문이다. 『두 총성의 기억, 두 광주의 눈물』은 그 복잡한 기억의 한가운데에 놓인 두 문서를 한 권에 담았다.",2026-08-13T14:05:19+09:00
사회과학,798,172,342537007,인터뷰하는 법 - 당신이라는 이야기 속으로,장은교 (지은이),터틀넥프레스,2024-07-15,K862932761,9791198340955,17100,19000,2887,9,172,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342537007&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34253/70/coversum/k862932761_1.jpg,"신문기자로, 인터뷰어로 다양한 사람들의 이야기를 19년째 인터뷰해온 장은교 작가의 경험과 노하우를 담은 책. 인터뷰 기획부터 섭외, 진행, 콘텐츠로 정리하는 법과 인터뷰 글쓰기, 최종 리뷰까지 세심하게 안내한다. 인터뷰이가 마음을 자연스럽게 열어 보일 수 있는 ‘열쇠 같은 질문’ 만드는 법을 비롯, 좋은 질문을 하고 싶은 사람들에게 도움이 될 힌트들도 듬뿍 담겨 있다.",2026-08-13T14:05:19+09:00
사회과학,798,173,397611457,"우리는 혼자 늙지 않는다 - 혼자의 시대, '비비'라는 가능성",봄봄 (지은이),낮은산,2026-07-07,K252130000,9791155251911,16200,18000,2340,10,173,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397611457&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39761/14/coversum/k252130000_1.jpg,"비혼을 선언하거나 공동체를 예찬하지 않는다. 대신 비혼으로 살아간다는 것이 어떤 생활이고, 어떤 관계를 만들며, 시간이 흐를수록 어떤 힘을 갖게 되는지를 차분히 들여다본다.",2026-08-13T14:05:19+09:00
사회과학,798,174,396155407,서른의 불안을 다루는 법 - 에피쿠로스에게 배우는 덜 두렵고 더 단단한 삶,김용하 (지은이),헤이북스,2026-06-19,K542130975,9791188366446,18000,20000,2270,10,174,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=396155407&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39615/54/coversum/k542130975_1.jpg,"에피쿠로스가 말한 좋은 삶은 더 많이 갖고, 더 높이 오르는 삶이 아니었다. 두려움과 헛된 욕망에 끌려가지 않고, 자기 삶의 평온을 지키는 삶이었다. 경제학자 김용하는 30대의 두 자녀의 아버지로서 이 오래된 철학을 오늘의 30대에게 건넨다. 더 빨리 뛰라고 재촉하는 시대에 이 책은 묻는다. 무엇이 필요한가. 어디까지면 충분한가.",2026-08-13T14:05:19+09:00
사회과학,798,175,264041849,"싸우는 여자들, 역사가 되다 - 세상을 뒤흔든 여성독립운동가 14인의 초상","김이경 (글), 윤석남 (그림)",한겨레출판,2021-02-16,K052738325,9791160404593,13500,15000,2235,10,175,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=264041849&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/26404/18/coversum/k052738325_1.jpg,"여성주의 미술의 대모 윤석남 화백과 김이경 작가가 3·1절과 3월 8일 세계 여성의 날을 맞아 권기옥, 김마리아, 김명시, 남자현, 정칠성, 이화림, 박자혜, 김옥련 등 여성독립운동가 14명의 삶을 글과 그림으로 복원해냈다.",2026-08-13T14:05:19+09:00
사회과학,798,176,280845859,자본주의는 당연하지 않다 - 어쩌다 자본주의가 여기까지 온 걸까?,"데이비드 하비 (지은이), 강윤혜 (옮긴이)",선순환,2021-10-01,K112734746,9791197578007,16200,18000,1983,9,176,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280845859&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28084/58/coversum/k112734746_1.jpg,"하비는 금융위기, 중국의 부상, 우파 포퓰리즘의 득세와 신파시즘의 등장, 지구온난화 등의 현안에 자신의 이론을 적용하여 설명한다. 그는 불평등과 환경 파괴가 필연적이며, 그 이유는 자본주의가 지닌 모순 때문이라고 밝힌다. 그리고 그 모순을 <자본론>의 시각으로 분석하고 대안을 제시한다.",2026-08-13T14:05:19+09:00
사회과학,798,177,398290366,초식 공무원 생존기 - 30년 공직 사회 생태 보고서,김인태 (지은이),부키,2026-07-20,K272130715,9791175780354,16200,18000,1620,0,177,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398290366&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39829/3/coversum/k272130715_1.jpg,"30년간 공직 사회에서 일한 저자가 권력과 책임, 계급 구조, 어공과 늘공의 대립 등 조직의 생태를 기록했다. 기린형, 토끼형, 사슴형, 코뿔소형 등 공무원과 직장인이 소신과 원칙을 지키며 살아가는 생존 전략도 함께 담았다.",2026-08-13T14:05:19+09:00
사회과학,798,178,391864987,"현장에서 읽는 노동조합 간부론 - 자본·분단·AI시대, 간부의 역할과 임무",이상원 (지은이),민중의소리,2026-04-30,K822138675,9791193168172,18000,20000,1720,10,178,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391864987&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39186/49/coversum/k822138675_1.jpg,"노동조합 간부는 누구인가. 단순히 회의에 참석하고, 교섭장에 나가고, 조합원의 민원을 처리하는 사람인가. 아니면 현장의 요구를 듣고, 조합원의 힘을 조직하며, 자본과 권력 앞에서 노동자의 삶을 지켜내는 사람인가. 『현장에서 읽는 노동조합 간부론』은 바로 이 질문에서 출발한다.",2026-08-13T14:05:19+09:00
사회과학,798,179,397213888,나르시시즘 문화,"크리스토퍼 래시 (지은이), 김태희 (옮긴이)",필로소픽,2026-07-10,K052130700,9791157834044,27080,28500,1510,10,179,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397213888&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39721/38/coversum/k052130700_1.jpg,"오늘날 인간관계와 자기계발 담론 속에서 익숙하게 소비되는 ‘나르시시즘’이라는 개념을 개인의 성격 문제가 아니라 한 시대의 문화적 병리로 읽어 낸 고전이다. 크리스토퍼 래시는 종말론적 불안, 정치적 무력감, 공동체의 붕괴, 관료제와 소비문화의 확산 속에서 사람들이 역사적 연속성과 타인과의 깊은 관계를 잃고 자기 보존과 자기 연출에 몰두하게 되는 과정을 예리하게 분석한다.",2026-08-13T14:05:19+09:00
사회과학,798,180,393510704,"돌봄이 건네는 말들 - 방문 진료 의사의 노인, 돌봄, 존엄을 둘러싼 기록",전영웅 (지은이),파지트,2026-05-31,K512138532,9791171521395,15120,16800,1400,10,180,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=393510704&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39351/7/coversum/k512138532_1.jpg,"제주에서 방문 진료를 다니는 의사가 요양원과 가정에서 만난 노인들과 취약계층의 삶을 기록했다. 돌봄과 노인, 존엄이라는 질문을 붙들고 탁상행정으로는 알 수 없는 돌봄의 실상을 들여다본다.",2026-08-13T14:05:19+09:00
사회과학,798,181,399297310,왜 재활용은 실패하는가 - 플라스틱 순환경제 현장 7년의 기록,이은애 (지은이),동아시아,2026-07-30,8962627221,9788962627220,18000,20000,990,0,181,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399297310&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39929/73/coversum/8962627221_1.jpg,"지속가능한 순환고리는 정부의 정책, 기업의 기술 혁신, 소비자인 시민의 현명한 선택이라는 3개의 톱니바퀴가 맞물려야 비로소 완성될 수 있다. 이 책이 정책입안자에게는 통찰을, 기업 실무자에게는 새로운 기회를, 시민에게는 일상 속에서 실천할 수 있는 용기를 주는 지침서가 되기를 바란다.",2026-08-13T14:05:19+09:00
사회과학,798,182,397592807,"둠루프 - 경제, 정치, 지정학이 충돌하는 파멸의 고리","에스와르 S. 프라사드 (지은이), 박재영 (옮긴이)",21세기북스,2026-07-08,K792130906,9791176610513,35910,39900,1210,0,182,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397592807&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39759/28/coversum/k792130906_1.jpg,"국제통화기금(IMF) 중국 담당 부서장을 지낸 현 코넬대학 경제학과 교수 에스와르 S. 프라사드의 《둠루프》가 그레이트하모니 시리즈 14번으로 출간되었다. 한때 전 세계의 번영과 안정을 보장할 것으로 믿어졌던 세계화, 자유무역, 그리고 기술 발전이 어떻게 서로를 붕괴시키며 전 지구적 혼란을 부추기는 ‘파멸의 고리(Doom Loop)’로 변질되었는지를 냉철하게 해부한 역작이다.",2026-08-13T14:05:19+09:00
사회과학,798,183,393490222,몇 번을 처음 만나도 좋은 사람 - 기억을 잃어도 서로의 안녕을 주고받는 치매 돌봄 이야기,이혜주 (지은이),앤세테라,2026-05-20,K062138437,9791199896307,15750,17500,1475,10,183,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=393490222&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39349/2/coversum/k062138437_2.jpg,"저자는 ‘치매 환자’라는 단어로 사람을 보지 않는다. 매화 같은 K 할머니, 화장실에 잘생긴 남자 친구가 있다고 믿는 어르신, 품위를 지키기 위해 애쓰시는 할머니. 한 사람 한 사람의 이름과 표정과 살아온 시간을 따듯한 시선으로 옮겨 적었다.",2026-08-13T14:05:19+09:00
사회과학,798,184,398830005,팬덤이 약탈한 정당 - 국민을 가스라이팅하는 거대한 음모,강준만 (지은이),인물과사상사,2026-07-27,8959068411,9788959068418,17100,19000,810,8,184,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398830005&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39883/0/coversum/8959068411_1.jpg,"오늘날 한국 정치는 정책과 비전보다 팬덤, 진영, 증오가 더 큰 영향력을 행사하는 시대에 접어들었다. 『팬덤이 약탈한 정당』은 이러한 현실을 단순한 정치 현상이 아니라 민주주의를 위협하는 구조적인 문제로 바라보며, 팬덤정치가 어떻게 정당을 장악하고 국민의 판단을 흐리게 만드는지를 분석한다. 현실 정치를 통해 민주주의의 근간을 다루는 고품격 정치비평서다.",2026-08-13T14:05:19+09:00
사회과학,798,185,399327346,김순재의 농협 빗장풀기,김순재 (지은이),뜻있는도서출판,2026-07-20,K572130125,9791199693821,19000,20000,920,0,185,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399327346&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39932/73/coversum/k572130125_1.jpg,"20년 넘게 농사를 지어온 농민이자 창원 동읍농업협동조합 조합장을 지낸 김순재가 2017년부터 2년간 신문에 연재한 글을 묶은 책이다. 조합원이었다가 조합장이 되고서야 마주한 농협의 구조적 문제를 수지 구조, 농자재 가격, 협동조합의 정체성, 조합 문화와 선거 제도 등 다양한 주제로 풀어냈다.",2026-08-13T14:05:19+09:00
사회과학,798,186,387249775,"예루살렘의 아이히만 - 악의 평범성에 대한 보고서, 한나 아렌트 탄생 120주년 전면개정판","한나 아렌트 (지은이), 김선욱 (옮긴이)",한길사,2026-02-26,893567916X,9788935679164,27000,30000,21375,9,186,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387249775&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38724/97/coversum/893567916x_1.jpg,"아돌프 아이히만은 나치 친위대에서 유대인 강제이송과 학살의 핵심 실무를 담당했다. 세상은 아이히만이 증오에 빠지고 피에 굶주린 악마일 것이라고 상상했다. 그러나 한나 아렌트가 법정에서 마주한 아이히만은 나치 광신자도, 유대인 혐오자도 아니었다.",2026-08-13T14:05:19+09:00
사회과학,798,187,384072170,숨은민국 - 주체사상파 부정선거 북한인권 그리고 마이 라이프,김미영 (지은이),세이지,2026-01-19,K142135389,9791198064356,18000,20000,14736,9,187,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=384072170&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38407/21/coversum/k142135389_1.jpg,VON뉴스 〈전환기의 세계보기〉를 통해 주사파 문제에서 부정선거 문제까지 이념 문제의 실타래를 풀어온 저자가 들려 주는 이야기.,2026-08-13T14:05:19+09:00
사회과학,798,188,322937278,세계 끝의 버섯,"애나 로웬하웁트 칭 (지은이), 노고운 (옮긴이)",현실문화,2023-08-30,896564285X,9788965642855,31500,35000,10987,8,188,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=322937278&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32293/72/coversum/896564285x_1.jpg,"우리 시대의 가장 이상한 상품사슬의 하나를 따라 자본주의의 예상치 못한 구석을 탐험한다. 한편에 일본의 미식가, 자본주의적 기업가, 다른 한편에서 라오스, 캄보디아의 정글 투사와 백인 참전 용사, 중국 윈난성 소수민족의 염소 목동, 핀란드의 자연 가이드 등 송이버섯을 채집하는 사람들을 만난다.",2026-08-13T14:05:19+09:00
사회과학,798,189,385069317,브레이크넥 - 변호사의 나라 미국과 엔지니어의 나라 중국은 어떻게 미래를 설계하는가,"댄 왕 (지은이), 우진하 (옮긴이)",웅진지식하우스,2026-02-05,8901299364,9788901299365,19800,22000,8963,9,189,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385069317&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38506/93/coversum/8901299364_1.jpg,"사법과 규제에 멈춘 미국, 공학과 제조로 질주한 중국. 실리콘밸리의 중국 전문가 댄 왕이 ‘변호사의 나라’와 ‘엔지니어의 나라’라는 프레임으로 미·중 패권 경쟁의 본질을 파헤친다.",2026-08-13T14:05:19+09:00
사회과학,798,190,395524898,"시화, 마침내 빛날 - 묵묵히 세상을 바꾸는 작은 공장 노동자들의 이야기",공계진 (지은이),교유서가,2026-07-15,K832139043,9791124128961,16920,18800,9095,10,190,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=395524898&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39552/48/coversum/k832139043_1.jpg,"하청 구조 속에서 저임금과 장시간 노동을 감내해야 하는 작은 공장 노동자들의 현실을 조명한다. 2024년 30인 미만 사업장 노조조직률 0.1퍼센트라는 현실을 바탕으로 노동권의 사각지대와 노조 부재의 원인을 짚고, 25년 현장 경험을 통해 앞으로 나아갈 방향을 모색한다.",2026-08-13T14:05:19+09:00
사회과학,798,191,84543973,거래의 기술 - 트럼프는 어떻게 원하는 것을 얻는가 - The Art of the Deal 한국어판,"도널드 트럼프 (지은이), 이재호 (옮긴이)",살림,2016-05-25,8952234081,9788952234087,25200,28000,8866,8,191,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=84543973&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/8454/39/coversum/8952234081_1.jpg,천재적인 사업가이자 거래의 달인인 도널드 트럼프의 전례 없는 성공 습관을 포착한 책. 1987년 일종의 회고록으로 저널리스트 토니 슈워츠와 공저한 '거래의 기술'은 출간되자마자 선풍적인 인기를 끌며 32주간 '뉴욕 타임스'논픽션 부문 베스트셀러 1위에 올랐다.,2026-08-13T14:05:19+09:00
사회과학,798,192,280895774,군중심리,"귀스타브 르 봉 (지은이), 강주헌 (옮긴이)",현대지성,2021-10-08,K362734845,9791139700114,10800,12000,8664,10,192,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280895774&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/28089/57/coversum/k362734845_1.jpg,"현대지성 클래식 39권. 지금껏 이해하기 어려웠던 팬덤 정치, 온라인 여론 형성 과정, 심지어 종교와 정치의 광기 등 최근의 여러 현상에 관해 명확한 관찰과 분석을 가능하게 한다.",2026-08-13T14:05:19+09:00
사회과학,798,193,368677022,왜의 쓸모 - 관계와 힘의 구조를 파악하는 네 가지 프레임,"찰스 틸리 (지은이), 최지원 (옮긴이)",유유,2025-08-04,K432030505,9791167701312,19800,22000,7354,9,193,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=368677022&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36867/70/coversum/k432030505_2.jpg,"일상적 대화부터 복잡한 정치적 논쟁까지, 우리는 매일매일 누군가의 말을 듣고 또 전하며 살아간다. 21세기 사회학의 창시자로 불리는 사회학자 찰스 틸리는 이 책을 통해 우리 대화에 가득한 ‘이유’에 주목했다.",2026-08-13T14:05:19+09:00
사회과학,798,194,331804525,첫 1년 움직임의 비밀 - 평생을 좌우하는 영유아기 움직임 발달,"마리안 헤름센-판 완로이 (지은이), 하주현 (옮긴이)",푸른씨앗,2024-01-15,K392937332,9791186202753,16200,18000,6065,10,194,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331804525&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33180/45/coversum/k392937332_1.jpg,"소아 전문 물리치료사로 50년간 일한 지은이가 3,000명 이상의 영유아를 만나며 작업한 경험을 바탕으로 수많은 부모와 동료의 요청으로 만들어진 책이다. 이 책은 아기가 어떤 과정을 거쳐 성장 발달하는지, 그리고 운동 발달이 올바르게 일어나도록 도와주는 것이 왜 중요한지를 알려준다.",2026-08-13T14:05:19+09:00
사회과학,798,195,328754598,타인의 고통에 응답하는 공부,김승섭 (지은이),동아시아,2023-11-22,8962625814,9788962625813,19800,22000,5923,9,195,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328754598&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32875/45/coversum/8962625814_1.jpg,"소수자의 건강에 대한 사회적 책임을 질문해 온 김승섭이 그간의 연구를 소개하는 공부의 기록이자, 그 과정에서 겪은 시행착오를 고백하는 분투의 기록이다.",2026-08-13T14:05:19+09:00
사회과학,798,196,81969,소비의 사회,"장 보드리야르 (지은이), 이상률 (옮긴이)",문예출판사,2015-09-30,8931000014,9788931000016,19800,22000,5803,8,196,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=81969&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/8/19/coversum/s612838699_1.jpg,"장 보드리야르는 사물의 소비를 사용가치의 소비보다는 행복, 안락함, 사회적 권위, 현대성등의 소비로 규정한다. 이 책은 이러한 새로운 소비개념을 통해 현대 대중사회를 예리하게 분석한다.",2026-08-13T14:05:19+09:00
사회과학,798,197,387992924,"자연은 퀴어하다 - 장소에 토박이가 된다는 것, 속한다는 것, 그리고 자연의 온갖 퀴어함에 관하여","퍼트리샤 오노니우 케이시언 (지은이), 노승영 (옮긴이)",에이도스,2026-04-14,K122137780,9791185415833,18000,20000,5685,9,197,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387992924&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38799/29/coversum/k122137780_2.jpg,"퀴어이자 신경다양인으로 살아온 지은이의 자전적 이야기와 과학 지식을 엮어 마법 같은 문장으로 써내려간 이 책은 생물학에 드리운 성별 이분법과 서구 백인 남성 중심의 인종주의적 유산, 생산과 번식, 경쟁과 효율을 중시하는 우리 시대의 문화가 우리를 자연과 멀어지게 만들고 인간 종을 지독한 고독 속에 몰아넣었다고 말한다.",2026-08-13T14:05:19+09:00
사회과학,798,198,325854813,군주론,"니콜로 마키아벨리 (지은이), 최현주 (옮긴이), 김상근 (감수)",페이지2(page2),2023-10-16,K502935356,9791169850476,15300,17000,5553,10,198,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=325854813&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32585/48/coversum/k442935344_1.jpg,『군주론』은 이미 다양한 형태의 번역본이 출간되어 있지만 이 책의 본질을 제대로 독자에게 알리고자 책의 구성과 편집에 정성을 담았다. 마키아벨리 전기를 집필한 연세대학교 신과대학 김상근 교수의 해제를 장별로 제공하고 있다.,2026-08-13T14:05:19+09:00
사회과학,798,199,353061486,불안사회 - 왜 우리는 희망하는 법을 잃어버렸나?,"한병철 (지은이), 최지수 (옮긴이)",다산초당,2024-11-28,K922035074,9791130658643,15120,16800,5476,10,199,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353061486&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35306/14/coversum/k922035074_1.jpg,10년 전 『피로사회』로 한국에서 뜨거운 반향을 일으켰던 세계적 베스트셀러 작가이자 철학자 한병철의 또 하나의 논쟁적 저작. 이 시대의 질병을 ‘불안’이라 진단하며 불안이 잠식한 사회에서 끊어져 버린 연대와 만연한 혐오에 경종을 울린다.,2026-08-13T14:05:19+09:00
사회과학,798,200,398200054,징비 칼럼집 - ROTC 소대장 출신 전 농식품부 차관의,이준원 (지은이),와이비(YB),2026-07-15,K962130603,9791199607224,16200,18000,4450,10,200,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398200054&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39820/0/coversum/k962130603_1.jpg,"30여 년간 경제기획원과 농림축산식품부, 주제네바 대한민국 대표부, 유엔 FAO 등 국내외 주요 정책 현장을 경험한 이준원 전 농림축산식품부 차관이 『ROTC 소대장 출신 전 농식품부 차관의 징비(懲毖) 칼럼집』을 출간했다.",2026-08-13T14:05:19+09:00
소설/시/희곡,1,1,329596,싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이)",민음사,2002-01-20,8937460580,9788937460586,7200,8000,290866,9,1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329596&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/32/95/coversum/s062934786_1.jpg,헤세가 거의 일 년 반 동안 창작이 거의 불가능할 정도로 심한 우울증을 앓다가 정신 치료를 받은 후 발표한 작품이다. 동서양의 정신적 유산을 시적으로 승화한 일종의 종교적 성장소설로 볼 수 있는데 영원을 향한 갈망과 인간의 내면을 깊이 파고드는 초월에 대한 의지를 단순하고도 서정적인 문체로 담아냈다.,2026-08-13T13:48:43+09:00
소설/시/희곡,1,2,398021172,투명한 나선,"히가시노 게이고 (지은이), 김선영 (옮긴이)",북다,2026-07-22,K082130602,9791170614043,19800,22000,132270,10,2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398021172&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39802/11/coversum/k082130602_3.jpg,2026년 30주년을 맞이한 갈릴레오 시리즈의 열 번째 작품인 『투명한 나선』은 2021년 일본 출간 즉시 토한 종합 1위를 비롯하여 각종 서점 베스트셀러 랭킹되며 여전한 인기를 증명했다. 그동안 베일에 싸여 있던 주인공 유카와 마나부의 비밀이 처음 밝혀지는 『투명한 나선』은 갈릴레오 시리즈의 새로운 전환점이 되는 작품이다.,2026-08-13T13:48:43+09:00
소설/시/희곡,1,3,396798366,프로젝트 헤일메리 (알라딘 리커버 특별판),"앤디 위어 (지은이), 강동혁 (옮긴이)",알에이치코리아(RHK),2026-07-01,8925568640,9788925568645,19800,22000,414067,9,3,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=396798366&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39679/83/coversum/8925568640_1.jpg,영화 〈프로젝트 헤일메리〉 원작. 《마션》의 앤디 위어가 과학적 정밀함과 낙관적 감수성으로 그려낸 SF. 인류를 구할 마지막 희망이 된 과학자의 편도행 우주 임무와 종을 넘어서는 우정을 담았다.,2026-08-13T13:48:43+09:00
소설/시/희곡,1,4,399872461,태양 아래 올리브,김초엽 (지은이),자이언트북스,2026-08-03,K372130832,9791191824582,17820,19800,71900,10,4,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399872461&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39987/24/coversum/k512130727_3.jpg,"『지구 끝의 온실』과 『파견자들』에서 낯선 세계를 열고 인간과 비인간의 경계를 탐색해온 김초엽이 세 번째 장편소설 『태양 아래 올리브』로 돌아왔다. 장편으로는 『파견자들』 이후 3년 만이다. 이번에 작가의 시선은 신앙과 과학, 믿음과 의심이 맞부딪치는 자리로 향한다. 그 길 위에 수녀와 과학 유튜버라는, 좀처럼 한 팀이 될 것 같지 않은 두 사람을 세운다.",2026-08-13T13:48:43+09:00
소설/시/희곡,1,5,330811810,수족관,유래혁 (지은이),포스터샵,2023-12-29,K582937507,9791198547514,15930,17700,126096,8,5,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330811810&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33081/18/coversum/k582937507_1.jpg,"유래혁 소설. 보육 시설에서 자라난 인물 ‘류이치’가, 먼저 보육 시설에서 도망쳐나온 인물 ‘아카리’를 만나 겪게 되는 일들을 그려낸다. 이 두 인물은 자신들이 가진 뿌리 깊은 과거와 상처, 그 이야기가 만들어낸 수족관에서 만나 입을 맞추고, 서로의 숨을 훔쳐가면서도 언젠가 오키나와의 너른 바다에 도착하는 꿈을 나눈다.",2026-08-13T13:48:43+09:00
소설/시/희곡,1,6,686827,오뒷세이아 - (영화 &lt;오디세이&gt; 원작) 그리스어 원전 완역본,"호메로스 (지은이), 천병희 (옮긴이)",도서출판 숲,2015-09-10,8991290159,9788991290150,29700,33000,46842,10,6,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=686827&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/68/68/coversum/s262036392_1.jpg,"국내에서 <오뒷세이아> 원전 번역이 출간된 1996년 이후 변화된 언어감각에 맞추어 직역으로 어색했던 표현을 재번역했다. 자신을 위협하는 신화적 힘을 극복하면서 귀향을 이루는 오뒷세우스 이야기에 녹아있는, 인간에 대한 다양한 본질과 통찰을 읽어낼 수 있을 것이다.
",2026-08-13T13:48:43+09:00
