category_name,category_id,rank_in_category,itemId,title,author,publisher,pubDate,isbn,isbn13,priceSales,priceStandard,salesPoint,customerReviewRank,bestSellerRank,link,cover,description,fetched_at
건강/취미,55890,1,296236093,당신은 사건 현장에 있습니다 - 일러스트 한 장으로 즐기는 추리 게임,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)",중앙books(중앙북스),2022-05-30,8927812972,9788927812975,25200,28000,22533,9,1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=296236093&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/29623/60/coversum/8927812972_2.jpg,"공항, 크루즈, 박물관, 경찰서 등 유럽 곳곳에서 의문의 사건이 발생했다. 뭔가 미심쩍은 자살부터 불운한 사고, 기묘한 미스터리까지 각기 다른 12개의 사건 현장이 당신을 기다린다. 천재 크리에이터 모데스토 가르시아가 기획한 이 책은 독특한 창의성과 놀라운 상상력으로 독자들을 추리 소설의 주인공으로 만든다.",2026-08-13T15:12:05+09:00
건강/취미,55890,2,395486703,머도쿠 - 두뇌를 자극하는 추리 퍼즐 80,"마누엘 가란드 (지은이), 박나림 (옮긴이)",중앙books(중앙북스),2026-06-18,8927813642,9788927813644,20700,23000,15235,10,2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=395486703&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39548/67/coversum/8927813642_2.jpg,"""한 문제만 더."" 《머도쿠》는 이 짧은 말이 가장 잘 어울리는 추리 퍼즐북이다. &lt;파이낸셜 타임스&gt;의 퍼즐 디자이너 마누엘 가란드가 스도쿠의 규칙, 논리 퍼즐의 추론, 배틀십의 공간 감각을 새롭게 결합해 만든 《머도쿠》는 독자를 총 80개의 살인 사건 속으로 초대한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,3,397217574,마음이 단단해지는 하루 한 문장 일본어 필사,안은미 (지은이),센시오,2026-07-16,K432130700,9791166572296,19800,22000,10705,10,3,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397217574&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39721/75/coversum/k432130700_1.jpg,"일본의 대표 예술가 제아미, 문제적 천재 다자이 오사무, 일본 근대 문학의 아버지 나쓰메 소세키의 명문장부터, 1990년대 일본 전체를 들썩이게 한 드라마 〈롱 베케이션〉의 명대사 등 일본 문학사와 문화에서 중요한 120개의 문장이 한 권에 담겼다.",2026-08-13T15:12:05+09:00
건강/취미,55890,4,95733788,크툴루의 부름 : 수호자 룰북,"샌디 피터슨, 린 윌리스, 마이크 메이슨, 폴 프리커 (지은이), 박나림 (옮긴이)",초여명,2016-11-02,8988060393,9788988060391,34200,38000,28695,10,4,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=95733788&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/9573/37/coversum/8988060393_1.jpg,"크툴루의 부름은 H.P. 러브크래프트의 세계를 다루는 테이블 롤플레잉 게임이다. 크툴루의 부름에는 비밀, 수수께끼, 공포가 가득하다. 여러분은 용감한 탐사자가 되어 기이하고 위험한 곳들을 가고, 흉악한 음모를 밝혀내고, 크툴루 신화의 공포들에 맞선다.",2026-08-13T15:12:05+09:00
건강/취미,55890,5,399803229,식단 짜주는 남자 밥피티 다이어트 레시피 - 맛있게 먹고 스트레스 없이 살 빼는 현실적인 식단 관리,밥피티 (지은이),한빛라이프,2026-08-05,K032130730,9791124656051,20700,23000,3440,10,5,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399803229&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39980/32/coversum/k032130730_1.jpg,"80만 회원님의 식단을 책임지고 있는 밥피티의 첫 다이어트 레시피북. 일대일 온라인 밥 PT를 책으로 만나보자. 어떻게든 먹으려는 회원과 어떻게든 막으려는 트레이너, 유쾌한 티키타카와 함께 즐거운 다이어트를 이어갈 수 있다. 굶거나 혹독한 식단으로 무리하다가 포기하는 대신, 먹는 즐거움을 보장하는 똑똑한 다이어트 레시피로 현명하게 감량해보자.",2026-08-13T15:12:05+09:00
건강/취미,55890,6,271247686,백년 허리 2 : 치료편 - 내 허리 사용 설명서,정선근 (지은이),언탱글링,2021-05-13,K272731146,9791197437311,16650,18500,43846,9,6,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=271247686&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/27124/76/coversum/k272731146_1.jpg,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 백년허리1 진단편에 이은 실제적인 치료 방법을 제시하고 있는 백년허리2 치료편이다. 치료편에서 저자는 허리 통증에서 벗어날 수 있는 방법을 정확히, 구체적으로, 누구나 따라할 수 있도록 설명하고 있다.",2026-08-13T15:12:05+09:00
건강/취미,55890,7,398018915,아픈 사람의 99%는 장누수다,강신용 (지은이),내몸사랑연구소,2026-07-24,K482130507,9791199024670,18000,20000,6440,10,7,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398018915&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39801/89/coversum/k482130507_1.jpg,세상에 ‘만병통치약’은 없겠지만 병이 시작되는 핵심적인 원인은 반드시 존재한다. 저자는 그것이 바로 우리의 ‘장누수’이며 인간은 결국 ‘장 건강’을 어떻게 유지하느냐에 따라 평생 건강한 몸으로 살 수 있는지의 여부가 달려 있다고 이야기한다.,2026-08-13T15:12:05+09:00
건강/취미,55890,8,391373242,"착한 염증 나쁜 염증 - 면역 , 질병 , 노화를 좌우하는 우리 몸의 조용한 지배자",이승훈 (지은이),웅진지식하우스,2026-04-24,8901299771,9788901299778,18900,21000,13275,10,8,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391373242&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39137/32/coversum/8901299771_1.jpg,“병은 운이 아니라 관리 가능한 결과다.” 이 한 문장으로 독자들의 인식을 뒤흔든 사람이 있다. 서울대학교병원 신경과 전문의이자 뇌졸중 분야의 권위자 이승훈 교수다. 베스트셀러 『뇌가 멈추기 전에』를 통해 뇌졸중을 대중의 언어로 풀어낸 저자는 신작 『착한 염증 나쁜 염증』에서 현대인이 앓는 모든 만성 질환의 근원인 ‘염증’을 정면으로 해부한다.,2026-08-13T15:12:05+09:00
건강/취미,55890,9,269524451,"백년 허리 1 : 진단편 - 내 허리 통증 해석하기, 개정증보판",정선근 (지은이),언탱글링,2021-04-15,K872730815,9791197437304,16650,18500,35409,9,9,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=269524451&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/26952/44/coversum/k872730815_2.jpg,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 '백년허리'의 개정증보판이다. 백년허리의 초판에서 고쳐야 할 부분을 대거 보충 하였을 뿐 아니라, 허리 통증은 진화의 축복이라는 요통에 대한 새로운 관점을 제시하고 있다.",2026-08-13T15:12:05+09:00
건강/취미,55890,10,397159327,토지 필사 노트,"박경리 (지은이), 유선경 (엮은이)",다산초당,2026-07-15,K362130693,9791130681924,22500,25000,6125,10,10,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397159327&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39715/93/coversum/k362130693_1.jpg,"박경리 대하소설 『토지』가 품은 정신과 문장의 정수를 단 한 권에 담아냈다. 『어른의 어휘력』, 『하루 한 장 나의 어휘력을 위한 필사 노트』로 필사 열풍을 이끈 유선경 작가가 엮고 썼다. 소문난 독서가인 그는 『토지』를 세 차례 정독하며 세상과 인생에 대한 수많은 답을 발견했다고 말한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,11,399065323,"무진기행 필사북 - 이동진 평론가 추천! 무진기행, 서울 1964년 겨울, 역사, 건",김승옥 (지은이),스타북스,2026-08-05,K252130021,9791157958030,19800,22000,4620,0,11,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399065323&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39906/53/coversum/k252130021_1.jpg,"《무진기행》은 1964년 발표 이후 60년이 지난 지금까지도 교과서와 대학 강의실, 수능과 추천도서 목록에서 꾸준히 읽히는 한국 현대문학의 대표작이다. 이 필사북에는 김승옥 문학을 대표하는 《무진기행》, 《서울 1964년 겨울》, 《역사》, 《건》 네 편을 담았다.",2026-08-13T15:12:05+09:00
건강/취미,55890,12,367027031,뇌가 멈추기 전에 - 서울대학교병원 뇌신경학자의 뇌졸중을 피하고 건강하게 오래 사는 법,이승훈 (지은이),21세기북스,2025-07-02,K482030683,9791173573699,17910,19900,25962,10,12,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=367027031&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36702/70/coversum/k482030683_1.jpg,"우리 인생에서 영원히 뇌졸중이 사라지게 만들겠다는 저자의 진실한 마음과 함께, 모든 사람이 실패 없이 자신에게 적용 가능한 ‘뇌졸중 완벽 예방법’이 정리되어 있다. 뇌졸중에 대한 막연한 두려움으로부터 우리를 해방시켜줄 이 책은 단순한 의학 해설서가 아니다. 뇌가 멈추기 전, 삶을 멈추지 않기 위한 가장 확실한 가이드다.",2026-08-13T15:12:05+09:00
건강/취미,55890,13,343263391,"백년 목 2 : 치료편 - 내 목 사용설명서, 개정증보판",정선근 (지은이),언탱글링,2024-07-24,K112932585,9791197437380,19800,22000,18367,10,13,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343263391&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34326/33/coversum/k112932585_1.jpg,경부통 및 상지 통증의 가장 흔한 원인인 목 디스크 질환을 독자 스스로 해결할 수 있는 치료 방법을 제시한다. 별처럼 많은 치료법 중 나에게 가장 적합한 치료는 무엇인지를 알려주며 목 디스크 손상에 대한 가장 근본적인 치료방법인 척추위생에 대한 원칙과 구체적인 방법을 사진과 함께 소개한다. 목 디스크 질환이 있는 사람이 운동을 할 때 주의해야 할 점에 대해서도 자세히 설명하고 있다.목 디스크 환자의 필독서이다.,2026-08-13T15:12:05+09:00
건강/취미,55890,14,363836082,당신은 사건 현장에 있습니다 시즌 3 - 일러스트 한 장으로 즐기는 추리 게임,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)",중앙books(중앙북스),2025-05-13,8927813367,9788927813361,25200,28000,6748,10,14,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363836082&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36383/60/coversum/8927813367_1.jpg,유럽에서 선풍적 인기몰이를 한 신개념 추리게임북 《당신은 사건현장에 있습니다》는 한국 정식 출간 전부터 크라우드 펀딩에서 실시간 1위에 오르며 큰 주목을 받았다. 출간 후에도 콘텐츠에 만족한 추리 마니아들의 입소문에 힘입어 분야 1위를 하는 등 한국의 탐정들에게 인기를 끌었다. 뒤이어 소개된 시즌2 역시 출간 즉시 국내 취미 분야 1위에 올랐다. 그리고 드디어 2년 만에 시즌3이 찾아왔다.,2026-08-13T15:12:05+09:00
건강/취미,55890,15,216483172,백년운동 - 척추.관절 아프지 않게 100세까지 운동하는 방법,정선근 (지은이),아티잔,2019-11-01,K812636693,9791196834005,17550,19500,32261,9,15,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=216483172&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/21648/31/coversum/k812636693_1.jpg,서울대 의대 재활의학과 정선근 교수의 새로운 책. ‘백년운동’을 통해서 100세 인생을 건강하고 멋지게 살고 싶은 이들에게 그 방법을 의학적으로 제시한다.,2026-08-13T15:12:05+09:00
건강/취미,55890,16,393254503,"내 몸을 바꾸는 집밥테라피 - 뱃살과 혈당, 대사 이상을 개선하는 가장 확실한 방법","박용우, 김영아 (지은이)",루미너스,2026-06-05,K172138233,9791198553386,21600,24000,9960,10,16,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=393254503&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39325/45/coversum/k172138233_1.jpg,"가공을 최소화한 진짜 음식으로 무너진 대사를 회복하는 식사 안내서다. 이 책에서 말하는 ‘집밥’은 단백질 식품과 다양한 색깔의 채소, 식이섬유가 풍부한 통곡물과 콩류, 건강한 지방과 발효식품을 내 몸에 맞게 조합해 섭취하는 현실적인 식사다.",2026-08-13T15:12:05+09:00
건강/취미,55890,17,334821128,파크골프 표준교재 - 전2권,대한파크골프협회 (지은이),대한파크골프협회,2024-02-22,8993245517,9788993245509,12600,14000,21796,0,17,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=334821128&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/33482/11/coversum/8993245517_1.jpg,"파크골프 이론과 실기를 총망라한 교재로써, 파크골프 종목에 대한 이해와 일반적 이론 및 경기규칙 등을 다룬 도서다. 파크골프 표준교재와 파크골프 자격검정 문제집 두 권이 한 세트로 구성되어 있다.",2026-08-13T15:12:05+09:00
건강/취미,55890,18,397597376,나는 알코올중독 의사였습니다,이준서 (지은이),모티브,2026-07-10,K802130907,9791124649480,17820,19800,3400,10,18,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397597376&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39759/73/coversum/k802130907_1.jpg,"외과의사였던 저자가 번아웃과 극심한 스트레스로 인해 알코올중독에 빠지고, 바닥까지 추락한 끝에 다시 삶을 회복해 가는 과정을 담은 실전 회복 에세이이자 단주 매뉴얼이다.",2026-08-13T15:12:05+09:00
건강/취미,55890,19,368683562,당신은 사건 현장에 있습니다 1~3 스페셜 에디션 세트 - 전3권,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)",중앙books(중앙북스),2025-07-25,8927813391,9788927813392,75600,84000,2543,0,19,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=368683562&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36868/35/coversum/8927813391_1.jpg,"국내 취미·게임북 분야에서 판매 1위를 기록한 『당신은 사건 현장에 있습니다』 시리즈가 1·2·3권 전권을 담은 스페셜 에디션 세트로 새롭게 선보인다. 이번 스페셜 에디션에서는 지금까지 출간된 1·2·3권이 모두 수록되었으며, 각 권마다 12개의 사건 파일이 담겨 있어 총 36개의 사건을 직접 수사해볼 수 있다.",2026-08-13T15:12:05+09:00
건강/취미,55890,20,341989250,"백년 목 1 : 진단편 - 내 목 통증 해석하기, 개정증보판",정선근 (지은이),언탱글링,2024-06-25,K622931518,9791197437373,19800,22000,15045,8,20,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341989250&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/34198/92/coversum/k622931518_1.jpg,"서울의대 정선근 교수의 백년시리즈 중 목 디스크에 관한 책, &lt;백년 목&gt;의 개정증보판이다. &lt;백년 목&gt; 개정증보판은 &lt;백년 허리&gt; 개정증보판과 마찬가지로 2권의 구성되어 진단편과 치료편으로 출판된다. 2권 중 진단편이 먼저 출판되었다.",2026-08-13T15:12:05+09:00
건강/취미,55890,21,360263315,초역 부처의 말 필사집 - 2500년 동안 사랑받은,"코이케 류노스케 (지은이), 박재현 (옮긴이)",포레스트북스,2025-03-19,K372037024,9791194530213,19800,22000,21169,10,21,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=360263315&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36026/33/coversum/k372037024_1.jpg,『초역 부처의 말』이 필사할 수 있도록 구성을 바꿔 『초역 부처의 말 필사집』으로 출간됐다. 2500년 동안 사람들에게 사랑받아 온 부처의 말을 현대어로 재해석한 이 책은 세상살이에 지친 사람들에게 힘과 용기를 불어넣어 준다.,2026-08-13T15:12:05+09:00
건강/취미,55890,22,367487178,"필사, 어른이 되는 시간 - 소란한 세상에서 평온함을 찾는 가장 고귀한 방법","나태주 (지은이), 보담 (삽화)",북로그컴퍼니,2025-07-07,K182030199,9791168031234,16650,18500,19662,10,22,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=367487178&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36748/71/coversum/k182030199_1.jpg,"대한민국에서 가장 순수하면서 어른다운 어른, 나태주 시인의 『필사, 어른이 되는 시간』이 출간됐다. 잘 알려지지 않은 보물 같은 시 30여 편을 포함해 총 100편의 시가 수록된 필사 시집이다.",2026-08-13T15:12:05+09:00
건강/취미,55890,23,314388521,당신은 사건 현장에 있습니다 시즌 2 - 일러스트 한 장으로 즐기는 추리 게임,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)",중앙books(중앙북스),2023-04-03,8927879716,9788927879718,25200,28000,4622,10,23,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314388521&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/31438/85/coversum/8927879716_1.jpg,"유럽에서 선풍적 인기몰이를 한 신개념 추리게임북 《당신은 사건현장에 있습니다》시즌2에는 평범해보이는 가정집에서, 달리는 열차에서 그리고 중세의 성뿐만 아니라 저 멀리 우주에서까지 미스터리한 사건이 발생한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,24,398810304,"쉽게 살찌는 사람, 쉽게 빠지는 사람 - 소금물 · 버터 · 고기만 제대로 먹어도 몸이 변한다",이서울 (지은이),21세기북스,2026-07-22,K312130416,9791176611060,19800,22000,3300,10,24,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398810304&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39881/3/coversum/k312130416_1.jpg,지금까지 우리가 믿어왔던 건강 상식은 과연 정답일까? 저자 이서울은 이러한 상식이 잘못되었다고 반기를 든다. 그는 지금까지 여러 건강 정보를 취합하고 이를 자신의 몸에 직접 실험해보면서 인간의 몸에 가장 적합한 식단이 무엇인지 설계해왔다. 그렇게 공부하고 자신의 실험한 과학적·의학적 상식을 고스란히 담아냈다.,2026-08-13T15:12:05+09:00
건강/취미,55890,25,354756975,만성질환 자연치료 식이요법 갭스 (GAPS diet),나타샤 캠벨 (지은이),겸엑스,2024-12-16,K292035445,9791198648013,29700,33000,11618,8,25,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=354756975&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/35475/69/coversum/k292035445_3.jpg,"현대인에게 흔히 나타나는 자가면역 질환, 알레르기, 만성 피로, 그리고 여러 대사성·정신적 문제들은 그 뿌리가 의외로 ‘장(腸) 건강’에 있을 수 있다는 사실이 점차 주목받고 있습니다. 나타샤 캠벨 박사는 이러한 문제들을 하나의 총체적 관점에서 파악하고, 손상된 장을 회복함으로써 몸과 마음을 건강하게 되돌릴 수 있다는 ‘갭스(GAPS, Gut and Physiology Syndrome)’ 이론을 체계화했습니다.",2026-08-13T15:12:05+09:00
건강/취미,55890,26,383313895,비만록 : 나는 마운자로를 맞는 의사다,장형우 (지은이),아침사과,2026-01-20,K642034443,9791159435423,16200,18000,8841,10,26,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=383313895&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38331/38/coversum/k642034443_2.jpg,외과 의사이자 고도 비만 환자가 직접 겪은 치료의 기록이다. 수술과 GLP-1 약물 치료를 통해 비만이 질병임을 증명한다. 체중 감량을 넘어 삶의 질 회복을 이야기하는 현실적인 비만 안내서다.,2026-08-13T15:12:05+09:00
건강/취미,55890,27,397822060,"콩팥 대회복 - 고혈압, 당뇨, 동맥경화, 심장병 잡는 100년 콩팥 만들기","고즈키 마사히로 (지은이), 김지선 (옮긴이), 김연수 (감수)",북웨이브,2026-07-01,K042130202,9791199691445,16020,17800,4725,10,27,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=397822060&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39782/20/coversum/k042130202_1.jpg,"‘콩팥이 나빠지면 되돌릴 수 없다’라는 오랜 통념에 도전한다. 국제신장재활학회 회장을 역임한 세계적인 콩팥 권위자인 저자는 수십 년간의 임상 경험과 최신 연구를 바탕으로, 올바른 관리를 통해 콩팥 건강을 회복할 수 있다고 말한다. 그리고 이를 통해 만성콩팥병은 물론, 투석과 심근경색 등 수많은 건강의 위험에서 벗어날 수 있음을 보여준다.",2026-08-13T15:12:05+09:00
건강/취미,55890,28,398815961,"미네랄은 어떻게 내 몸을 고치는가 - 에너지·수면·노화와 염증까지, 몸의 회복 스위치를 켜는 미네랄 혁명","제임스 디니콜란토니오, 시임 랜드 (지은이), 이재석 (옮긴이), 황미진 (감수)",정말중요한,2026-07-31,K502130619,9791186745984,22500,25000,2760,10,28,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=398815961&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39881/59/coversum/k502130619_1.jpg,"17종의 필수 미네랄과 5종의 준필수 미네랄이 우리 몸에서 어떤 역할을 하는지 설명한다. 어떤 증상이 어떤 미네랄 부족과 연결되는지, 어떤 음식으로 보충할 수 있는지, 언제 보충제가 도움이 되는지, 그리고 현대인의 식생활이 왜 점점 미네랄 결핍을 만들고 있는지까지 최신 연구를 바탕으로 쉽고 체계적으로 설명한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,29,399388464,취미는 수학 - 어려워 보이지만 기분 좋게 풀리는 도형 퍼즐,"마사시 (지은이), 한빛라이프 편집부 (옮긴이), 임혁진 (감수)",한빛라이프,2026-08-07,K112130221,9791124656020,15300,17000,1400,10,29,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399388464&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39938/84/coversum/k112130221_1.jpg,"96만 명이 구독하는 수학 채널 ‘마사시’의 첫 책이다. 인기 도형 퍼즐과 미공개 신규 문제, 단계별 힌트를 담아 어른의 두뇌 트레이닝과 아이의 사고력 수학 학습에 활용할 수 있도록 했다.",2026-08-13T15:12:05+09:00
건강/취미,55890,30,387584786,살찌지 않는 몸 - 평생 가볍게 살아가는 4주 대사 회복 프로젝트,우창윤 (지은이),웅진지식하우스,2026-03-13,8901299534,9788901299532,17820,19800,20083,10,30,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387584786&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38758/47/coversum/8901299534_3.jpg,뱃살은 무너진 대사가 보내는 경고다. 142만 유튜브 채널 &lt;닥터프렌즈&gt; 내분비내과 전문의 우창윤의 첫 책으로 체중 감량 대신 몸의 작동 방식을 되돌리는 방법을 제시한다. 식사·움직임·마음 관리로 구성된 ‘3M 전략’과 4주 식단을 통해 대사를 회복하고 살찌지 않는 몸의 리듬을 만드는 길을 안내한다.,2026-08-13T15:12:05+09:00
건강/취미,55890,31,394023820,"몸이 마음을 만든다 - 무기력 시대, 몸과 마음의 역량을 높이는 회복의 과학",윤대현 (지은이),웅진지식하우스,2026-06-01,8901299917,9788901299914,17100,19000,6225,10,31,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=394023820&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39402/38/coversum/8901299917_1.jpg,"서울대병원 정신건강의학과 윤대현 교수가 마음의 문제를 뇌 속 신경전달물질이나 심리 요인에서 나아가 몸 전체의 시스템과 함께 이해하는 ‘대사정신의학(metabolic psychiatry)’이라는 정신의학의 새로운 흐름을 바탕으로, 무기력과 불안을 근본부터 바로잡는 즉각적인 회복 솔루션을 제안한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,32,396052159,털실타래 Vol.16 (2026년 여름호),"일본보그사 (지은이), 김보미, 김수연, 남가영, 배혜영 (옮긴이)",한즈미디어(한스미디어),2026-06-29,K952130878,9791124272527,21600,24000,9155,10,32,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=396052159&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39605/21/coversum/k952130878_2.jpg,"‘바람을 느끼는 메시 웨어’를 주제로 한 〈털실타래 Vol.16〉. 여름에 착용하기 좋은 니트 작품과 도안, 세계 니트 업계 소식, 뜨개 팁, 한국어판 특집 나나뜨개의 수세미 2종을 수록했다.",2026-08-13T15:12:05+09:00
건강/취미,55890,33,388733188,"중국어 명대사 필사집 - 작품의 감동을 명대사로, 명대사 필사로 중국어 공부를",김소희 (지은이),동양북스(동양문고),2026-03-30,K032137100,9791172101848,17820,19800,5951,10,33,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388733188&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/38873/31/coversum/k032137100_1.jpg,"중화권 콘텐츠에 대한 관심을 중국어 공부로 확장하고 싶은 이, 중국어 공부 정체기에서 탈출하고 싶은 이, 하루 5~10분 정도의 가벼운 루틴으로 중국어 감각을 유지하고 싶은 이들을 위해 기획된 책이다.",2026-08-13T15:12:05+09:00
건강/취미,55890,34,394119005,"내 몸 오래 쓰는 백년 스트레칭 - 하루 10분, 통증 줄이고 관절 수명 늘리는",김범수 (지은이),비타북스,2026-05-29,K772139097,9791158464639,17100,19000,3195,10,34,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=394119005&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39411/90/coversum/k772139097_1.jpg,인하대병원 정형외과 교수이자 23년 차 의학박사인 김범수 교수는 통증을 막기 위해선 치료보다 예방이 먼저라고 강조한다. 저자는 수많은 환자를 진료실에서 만나며 깨달은 근골격계 질환 예방의 핵심을 책에 담았다.,2026-08-13T15:12:05+09:00
건강/취미,55890,35,399981701,장이 편한 치유 음식 - 한국인의 가장 속 편한 치유식,이정란 (지은이),비앤씨월드,2026-08-20,K522130032,9791124112083,25200,28000,1170,10,35,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399981701&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39998/17/coversum/k522130032_1.jpg,"먹거리는 풍부하고 병원은 넘쳐 나는데 왜 아픈 사람은 점점 더 많아지는 것일까? 이 책은 이런 질문에서 시작해 답을 찾고자 노력해 온 지난 시간의 결과물이다. 소화 기관부터 마이크로바이옴, 한국인의 장 환경까지, 그 본질을 원리부터 이해할 수 있도록 차근차근 설명하고 장 건강을 지키는 대안을 제시한다.",2026-08-13T15:12:05+09:00
건강/취미,55890,36,363747369,박용우 박사의 스위치온 다이어트 레시피북,"박용우, 김영아 (지은이)",루미너스,2025-05-25,K342039578,9791198553379,20700,23000,14669,10,36,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363747369&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/36374/73/coversum/k342039578_1.jpg,"1~4주 차까지 실천해야 할 식단 가이드를 비롯해 각 주별로 마음껏 만들어 먹을 수 있는 다이어트 메뉴와 음료 레시피가 다양하게 소개되어 있다. 또 스위치온 다이어트에 대한 사람들의 궁금증을 총정리한 Q&A 페이지와 4주 프로그램 후 건강한 라이프스타일을 유지하는 노하우, 부록으로 ‘한눈에 보는 스위치온 4주 식단표’까지 친절히 수록했다.",2026-08-13T15:12:05+09:00
건강/취미,55890,37,399455431,한 번 배우면 평생 쓰는 해부학,"허영은 (옮긴이), 하시모토 히사시 (감수)",한즈미디어(한스미디어),2026-07-31,K682130321,9791124272589,21600,24000,1300,10,37,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=399455431&amp;partner=openAPI&amp;start=api,https://image.aladin.co.kr/product/39945/54/coversum/k682130321_1.jpg,"해부학은 어렵고 복잡한 의학 지식처럼 느껴지지만, 사실 우리가 매일 사용하는 ‘내 몸’에 관한 가장 기본적인 공부다. 이 책은 30분이면 이해할 수 있는 해부학의 기초부터 근육과 뼈, 관절의 구조와 기능까지 쉽고 재미있게 설명한다.",2026-08-13T15:12:05+09:00
